City-Country,City,Country,Search Lats,Search Lngs,Actual Lats,Actual Lngs,Distance (mi),Max Temp (F),Humidity (%),Cloud Cover (%),Wind Speed (mph),Timestamp,Date,Hemisphere
"safaga, eg",safaga,eg,26.606508814711148,33.37559514723273,26.7500171,33.9359756,9.915575014941279,64.4,68,0,8.05,1605849188,2020-11-20 05:13:08,Northern
"boa vista, br",boa vista,br,3.349051424794183,-60.8883758533686,2.8235098,-60.6758331,36.31182264934837,80.6,69,0,11.41,1605849211,2020-11-20 05:13:31,Northern
"akyab, mm",akyab,mm,20.60769532480009,93.45039276203721,20.1527657,92.86768610000001,31.43295045401007,81.48,52,8,0.87,1605849212,2020-11-20 05:13:32,Northern
"effium, ng",effium,ng,7.140269691598348,8.2209327338974,6.61476,8.041063399999999,36.30961625409992,72.27,89,80,3.06,1605849213,2020-11-20 05:13:33,Northern
"polson, us",polson,us,47.27689517201793,-114.67531159974962,47.69320039999999,-114.1631275,28.76423273304224,33.01,62,51,7.0,1605849215,2020-11-20 05:13:35,Northern
"adamas, gr",adamas,gr,36.265624736520905,24.774931305653695,36.7252955,24.4447587,31.760535137593113,55.4,76,100,23.04,1605849216,2020-11-20 05:13:36,Northern
"potsdam, us",potsdam,us,44.243937482446654,-74.46886189613855,44.6697805,-74.9813084,29.423237666315195,55.4,30,90,12.75,1605849217,2020-11-20 05:13:37,Northern
"bandar-e lengeh, ir",bandar-e lengeh,ir,26.058878446719078,53.853271959859285,26.5627867,54.888679,34.81708443521621,75.2,44,0,6.93,1605849218,2020-11-20 05:13:38,Northern
"sao felix do xingu, br",sao felix do xingu,br,-7.221985751240581,-54.218680303062285,-7.0179497,-52.3613378,14.097686191123103,70.54,96,100,0.67,1605849220,2020-11-20 05:13:40,Southern
"baruun-urt, mn",baruun-urt,mn,46.0094005554262,112.81756188251973,46.6652838,113.2876804,45.317658834293326,21.88,92,100,6.2,1605849221,2020-11-20 05:13:41,Northern
"lagos, pt",lagos,pt,36.30598193483479,-9.371000378774568,37.1027881,-8.6730275,55.05460041669903,62.01,100,0,4.7,1605849171,2020-11-20 05:12:51,Northern
"kaduqli, sd",kaduqli,sd,11.209926052966878,30.257565360905602,11.0105443,29.7136456,13.776101666704015,74.98,28,0,10.18,1605849223,2020-11-20 05:13:43,Northern
"batticaloa, lk",batticaloa,lk,8.388481862642166,83.3180107411282,7.730997100000001,81.6747295,45.42831427493714,82.54,74,5,7.49,1605849224,2020-11-20 05:13:44,Northern
"mardin, tr",mardin,tr,36.98054981143382,40.79834120459748,37.312903,40.733951,22.963642594222247,51.8,66,75,9.17,1605849226,2020-11-20 05:13:46,Northern
"ust-tsilma, ru",ust-tsilma,ru,65.47661296211243,52.14653136355338,65.4338788,52.1540756,2.9526782322958636,41.54,82,100,16.42,1605849227,2020-11-20 05:13:47,Northern
"port said, eg",port said,eg,31.484884579346158,33.2685850899,31.2652893,32.3018661,15.17273696707591,62.6,88,20,11.41,1605849228,2020-11-20 05:13:48,Northern
"kadipur, in",kadipur,in,26.140066102510986,82.4264723108725,26.1669759,82.36959879999999,1.8593080887431768,79.43,33,2,6.67,1605849230,2020-11-20 05:13:50,Northern
"erenhot, cn",erenhot,cn,44.09041982714655,111.31356743124229,43.653169,111.977943,30.211449939563433,27.25,81,22,3.65,1605849231,2020-11-20 05:13:51,Northern
"popondetta, pg",popondetta,pg,-9.114274269625824,148.26758096580306,-8.7613025,148.2377126,24.388264780927862,87.96,60,77,6.98,1605849233,2020-11-20 05:13:53,Southern
"kaeo, nz",kaeo,nz,-34.61810848239446,173.95721687198085,-35.1003036,173.7803244,33.31683498853369,66.0,66,81,7.0,1605848940,2020-11-20 05:09:00,Southern
"umm lajj, sa",umm lajj,sa,24.471239941117318,37.80241778720537,25.026409,37.27076,38.35890337791697,76.37,70,2,4.74,1605849236,2020-11-20 05:13:56,Northern
"traralgon, au",traralgon,au,-37.83381319989925,146.7523161706673,-38.2033531,146.519786,25.53302475245715,75.99,53,100,10.0,1605849238,2020-11-20 05:13:58,Southern
"minggang, cn",minggang,cn,32.69542263296836,113.46797762784814,32.448737,114.038726,17.04452041833467,55.49,58,57,13.18,1605849239,2020-11-20 05:13:59,Northern
"pisz, pl",pisz,pl,53.76142991469575,21.675105392679882,53.62894,21.81237,9.154270676739955,33.8,86,0,10.29,1605849242,2020-11-20 05:14:02,Northern
"vierzon, fr",vierzon,fr,47.291136015163914,1.799748326645954,47.221438,2.069791,4.815721241176359,43.0,100,75,5.1,1605849243,2020-11-20 05:14:03,Northern
"shymkent, kz",shymkent,kz,41.94203893538884,69.43477362558792,42.34168469999999,69.59010099999999,27.613162197773644,21.2,57,92,2.24,1605849246,2020-11-20 05:14:06,Northern
"villa altagracia, do",villa altagracia,do,18.662292465839585,-70.30881038107489,18.6740775,-70.17237159999999,0.8142762631164453,73.4,94,75,6.93,1605849247,2020-11-20 05:14:07,Northern
"srednekolymsk, ru",srednekolymsk,ru,68.255582956719,154.31707718136562,67.43730699999999,153.728674,56.53803622166506,1.35,94,98,6.31,1605849248,2020-11-20 05:14:08,Northern
"necochea, ar",necochea,ar,-38.679261325595476,-58.14109111945055,-38.5544968,-58.73960879999999,8.620491912752101,54.0,85,1,7.0,1605849096,2020-11-20 05:11:36,Southern
"moses lake, us",moses lake,us,47.36706501217171,-119.30577812142482,47.1301417,-119.2780771,16.370001703374676,41.0,65,1,3.36,1605849250,2020-11-20 05:14:10,Northern
"camacupa, ao",camacupa,ao,-12.645524305200126,18.456726475254044,-12.0181443,17.4736016,43.34825332150623,62.94,100,100,2.8,1605849252,2020-11-20 05:14:12,Southern
"nokaneng, bw",nokaneng,bw,-19.724659848309287,22.107550847273615,-19.6633028,22.1936928,4.239409689702153,76.64,61,99,8.75,1605849253,2020-11-20 05:14:13,Southern
"pyu, mm",pyu,mm,18.313925940162534,96.40800367168555,18.4816259,96.4370254,11.587076860573648,82.17,58,1,6.51,1605849254,2020-11-20 05:14:14,Northern
"laakirchen, at",laakirchen,at,48.0297608314832,13.749663090303983,47.9787283,13.8204532,3.5260465491975967,44.01,89,100,4.0,1605849256,2020-11-20 05:14:16,Northern
"puerto carreno, co",puerto carreno,co,6.480099298461937,-68.58307410478189,6.1899117,-67.48256959999999,20.050249329949608,75.97,85,0,8.43,1605849257,2020-11-20 05:14:17,Northern
"kyabe, td",kyabe,td,9.71072476120365,18.659177904866283,9.4547967,18.9442804,17.683117627567636,72.75,35,0,5.97,1605849258,2020-11-20 05:14:18,Northern
"colares, pt",colares,pt,39.507435101822836,-14.325619113895954,38.8066307,-9.4426867,48.42144551507116,64.99,82,0,4.7,1605849259,2020-11-20 05:14:19,Northern
"ust-omchug, ru",ust-omchug,ru,60.61364127871093,148.47424153275944,61.13418219999999,149.6330102,35.96630356915955,-13.61,86,89,4.32,1605849260,2020-11-20 05:14:20,Northern
"novooleksiyivka, ua",novooleksiyivka,ua,46.013048237873676,34.72525276085872,46.2250525,34.6408497,14.648242506484227,41.43,81,100,13.87,1605849261,2020-11-20 05:14:21,Northern
"sembakung, id",sembakung,id,3.0599951669423717,116.01095838842099,3.8024611,117.2205771,51.3000112882209,92.19,54,100,1.34,1605849263,2020-11-20 05:14:23,Northern
"provost, ca",provost,ca,51.63878242925111,-110.91201871190913,52.3557311,-110.2604284,49.53691915671836,8.6,84,95,6.93,1605849076,2020-11-20 05:11:16,Northern
"fenoarivo, mg",fenoarivo,mg,-18.230103633610597,46.11504371149661,-17.3814144,49.4084837,58.63941404707626,75.2,47,20,3.36,1605849265,2020-11-20 05:14:25,Southern
"zhigalovo, ru",zhigalovo,ru,54.661271892704974,105.54887050232395,54.8129724,105.1528038,10.481609175810641,15.17,86,100,8.25,1605849266,2020-11-20 05:14:26,Northern
"puerto cabezas, ni",puerto cabezas,ni,13.231070425899006,-82.98131239702415,14.0391161,-83.39496319999999,55.83118410843175,75.72,93,52,7.27,1605849267,2020-11-20 05:14:27,Northern
"bathurst, ca",bathurst,ca,47.68089320093904,-65.67501067441806,47.6183507,-65.6513358,4.32131746564217,24.8,85,90,2.24,1605849019,2020-11-20 05:10:19,Northern
"lieksa, fi",lieksa,fi,63.39945934186591,29.48946273726517,63.3185051,30.02645279999999,5.593460031826101,32.4,92,99,15.14,1605849272,2020-11-20 05:14:32,Northern
"el cope, pa",el cope,pa,8.807638268387251,-80.7970390293307,8.438604999999999,-80.67920699999999,25.49801949300439,67.91,100,69,1.36,1605849273,2020-11-20 05:14:33,Northern
"tonantins, br",tonantins,br,-2.534559140362063,-67.28199950837151,-2.8661856,-67.79244589999999,22.913429917030886,75.67,94,54,1.61,1605849274,2020-11-20 05:14:34,Southern
"rawlins, us",rawlins,us,41.84249265736278,-107.9037223804327,41.7910697,-107.2386627,3.5530226717885722,30.0,53,1,4.7,1605849275,2020-11-20 05:14:35,Northern
"vallenar, cl",vallenar,cl,-28.62524850652997,-69.35094172819835,-28.589373,-70.7520703,2.4787856358325917,49.82,79,0,0.67,1605849276,2020-11-20 05:14:36,Southern
"zlynka, ru",zlynka,ru,52.227465615809024,31.840736101358345,52.4279808,31.7378346,13.854415070729205,32.0,96,90,17.9,1605849277,2020-11-20 05:14:37,Northern
"wenling, cn",wenling,cn,28.1189266734295,121.76691513004903,28.372506,121.385604,17.520833935038585,68.0,70,92,14.97,1605849278,2020-11-20 05:14:38,Northern
"hibbing, us",hibbing,us,47.95777284950509,-92.52873566952684,47.42715459999999,-92.9376887,36.66258743650016,30.2,86,90,9.17,1605849280,2020-11-20 05:14:40,Northern
"lipari, it",lipari,it,39.10545955536435,14.410587623940984,38.4936623,14.9272044,42.27157733290598,63.0,70,36,8.01,1605849281,2020-11-20 05:14:41,Northern
"trenggalek, id",trenggalek,id,-8.637688927757907,111.30957798555119,-8.0764528,111.7059926,38.77810200768262,86.77,66,66,6.46,1605849282,2020-11-20 05:14:42,Southern
"northam, au",northam,au,-31.49105776110033,117.29496657064118,-31.6478698,116.6742108,10.834785823173476,77.0,44,0,17.22,1605848990,2020-11-20 05:09:50,Southern
"bahia blanca, ar",bahia blanca,ar,-39.16444832604562,-62.974623779772756,-38.7183177,-62.2663478,30.824991603197613,68.9,41,0,13.76,1605849284,2020-11-20 05:14:44,Southern
"niksic, me",niksic,me,42.78079890852979,18.772082237304687,42.7804735,18.9561661,0.02248380768480032,51.8,93,0,1.12,1605849285,2020-11-20 05:14:45,Northern
"eslamshahr, ir",eslamshahr,ir,35.45373428470616,51.28339518049296,35.5445805,51.2302457,6.276936977934972,48.2,45,75,4.7,1605849286,2020-11-20 05:14:46,Northern
"porto-vecchio, fr",porto-vecchio,fr,41.329749437067164,8.891712158673812,41.591369,9.278311,18.07636678548069,55.4,58,90,9.17,1605849288,2020-11-20 05:14:48,Northern
"wuxi, cn",wuxi,cn,31.692753217530054,120.22081190683281,31.491169,120.31191,13.92827896120665,64.99,74,100,1.01,1605849289,2020-11-20 05:14:49,Northern
"zuwarah, ly",zuwarah,ly,33.74996933228235,12.44704258214017,32.9234588,12.0775411,57.106996763213104,66.54,78,38,18.05,1605849290,2020-11-20 05:14:50,Northern
"arys, kz",arys,kz,42.42068437320748,68.06252333446795,42.4338529,68.81290419999999,0.9098674336792598,21.2,57,97,2.24,1605849291,2020-11-20 05:14:51,Northern
"bellingham, us",bellingham,us,48.68679449183398,-122.51240938386205,48.7519112,-122.4786854,4.4991799828606185,46.99,75,90,8.05,1605849292,2020-11-20 05:14:52,Northern
"gibara, cu",gibara,cu,21.623854999078688,-76.16427600259819,21.1127551,-76.13344490000001,35.31398468905923,73.4,100,75,11.41,1605849293,2020-11-20 05:14:53,Northern
"butembo, cd",butembo,cd,0.25057371032286824,28.891987053441653,0.114047,29.3018011,9.43318941498584,61.77,89,9,2.26,1605849295,2020-11-20 05:14:55,Northern
"kalagarh, in",kalagarh,in,29.781029245238088,78.88040382361334,29.4888517,78.7603759,20.18774290040763,72.3,32,0,3.38,1605849297,2020-11-20 05:14:57,Northern
"san nicolas, ar",san nicolas,ar,-33.28859105995587,-59.8605632540922,-33.3334669,-60.2110494,3.1006555295424825,64.4,68,40,13.87,1605849298,2020-11-20 05:14:58,Southern
"mtimbira, tz",mtimbira,tz,-9.394149382226644,36.62265544889502,-8.782983699999999,36.3618887,42.22793935889118,80.17,69,1,0.34,1605849299,2020-11-20 05:14:59,Southern
"alampur, in",alampur,in,15.701418660129491,78.1586321696413,15.8843491,78.1193823,12.639413086159648,82.94,47,73,9.73,1605849300,2020-11-20 05:15:00,Northern
"rokytne, ua",rokytne,ua,51.08282173974439,26.914028559327647,51.287518,27.2018656,14.143302735149705,41.68,94,99,6.55,1605849302,2020-11-20 05:15:02,Northern
"novokizhinginsk, ru",novokizhinginsk,ru,51.68978127693333,109.46554625470407,51.598999,109.580475,6.272519214816205,12.58,83,43,13.6,1605849303,2020-11-20 05:15:03,Northern
"calarca, co",calarca,co,4.537681017302276,-75.54700939728116,4.5266936,-75.64095739999999,0.7591656486028141,62.82,85,100,0.69,1605849304,2020-11-20 05:15:04,Northern
"mossendjo, cg",mossendjo,cg,-2.736767463485535,13.265587171908777,-2.9655267,12.7278766,15.805912288996534,68.63,99,99,1.36,1605849305,2020-11-20 05:15:05,Southern
"rio gallegos, ar",rio gallegos,ar,-51.651627400256814,-70.15790254976655,-51.6230485,-69.2168291,1.9746332329914227,51.8,71,0,6.93,1605849082,2020-11-20 05:11:22,Southern
"velsk, ru",velsk,ru,61.494839066501754,41.862617565990604,61.06376580000001,42.0991053,29.784616981036386,40.62,84,100,15.37,1605849307,2020-11-20 05:15:07,Northern
"luganville, vu",luganville,vu,-15.415807455722813,164.93085728831574,-15.5064326,167.2002745,6.261662276234708,80.6,83,75,8.05,1605849308,2020-11-20 05:15:08,Southern
"traverse city, us",traverse city,us,44.82097274558086,-85.2532499810995,44.7630567,-85.62063169999999,4.001656722257487,57.2,50,40,5.82,1605849041,2020-11-20 05:10:41,Northern
"ruangwa, tz",ruangwa,tz,-10.086504884519485,38.69221786958107,-10.0662772,38.9276622,1.3976135442481263,78.19,74,42,6.33,1605849311,2020-11-20 05:15:11,Southern
"serenje, zm",serenje,zm,-13.732783749953569,30.072481455402226,-13.2325565,30.2339635,34.56274884372643,73.33,60,14,1.97,1605849312,2020-11-20 05:15:12,Southern
"chara, ru",chara,ru,56.52992326434867,118.08319939799969,56.913055,118.250862,26.472140321438253,8.28,88,100,3.49,1605849314,2020-11-20 05:15:14,Northern
"dembi dolo, et",dembi dolo,et,9.134353293657057,34.2849878725678,8.533310499999999,34.8016945,41.5285075401805,62.46,77,1,3.49,1605849315,2020-11-20 05:15:15,Northern
"russas, br",russas,br,-4.945348467687467,-37.90572164077162,-4.9284453,-37.9636424,1.1679090643293313,76.23,87,81,3.38,1605849317,2020-11-20 05:15:17,Southern
"zverinogolovskoye, ru",zverinogolovskoye,ru,53.833894102738526,64.90853105069371,54.4438281,64.854597,42.142837201602106,19.08,95,3,12.59,1605849318,2020-11-20 05:15:18,Northern
"montepuez, mz",montepuez,mz,-13.557119578185677,39.635234035710425,-13.1340453,38.9981052,29.231934126998585,78.26,69,62,4.52,1605849319,2020-11-20 05:15:19,Southern
"kadoma, zw",kadoma,zw,-18.495930588375074,29.8051363332456,-18.3338861,29.914183,11.196317181316264,79.59,34,40,10.89,1605849321,2020-11-20 05:15:21,Southern
"san patricio, py",san patricio,py,-26.99922281117255,-56.9791857103241,-26.9777363,-56.828301,1.4845910318835849,62.74,75,0,2.66,1605849322,2020-11-20 05:15:22,Southern
"kalach-na-donu, ru",kalach-na-donu,ru,48.383452469092305,43.53128968649264,48.6813984,43.5405408,20.586304284560068,17.6,85,0,11.18,1605849323,2020-11-20 05:15:23,Northern
"petropavlovsk-kamchatskiy, ru",petropavlovsk-kamchatskiy,ru,52.77137624871321,160.32212306909594,53.0583997,158.6320734,19.831625446246004,32.0,88,20,11.18,1605849324,2020-11-20 05:15:24,Northern
"thornbury, ca",thornbury,ca,44.748138635829804,-80.31945593064977,44.5617896,-80.4529392,12.875617878182737,57.2,41,100,6.93,1605849325,2020-11-20 05:15:25,Northern
"calvia, es",calvia,es,39.19022733177604,2.296462287336311,39.5653483,2.5033683,25.91864360037042,60.8,63,77,6.93,1605849326,2020-11-20 05:15:26,Northern
"palana, ru",palana,ru,59.95123746874245,158.6247163500654,59.0830382,159.9512034,59.98744225676886,16.9,95,100,3.58,1605849327,2020-11-20 05:15:27,Northern
"tshikapa, cd",tshikapa,cd,-6.533282423478056,20.45188864198343,-6.4237489,20.7956878,7.5681196142191025,71.31,94,100,1.81,1605849328,2020-11-20 05:15:28,Southern
"raska, rs",raska,rs,43.33133289096395,20.40338197983496,43.2896004,20.6160755,2.883468671376933,39.2,100,75,2.24,1605849330,2020-11-20 05:15:30,Northern
"bluefields, ni",bluefields,ni,11.375255729806497,-83.44812852738258,12.0111402,-83.7703693,43.935861628817776,74.71,93,20,5.57,1605849331,2020-11-20 05:15:31,Northern
"saint-benoit, re",saint-benoit,re,-21.103654890909027,55.71109248518826,-21.043737,55.717857,4.1399724123919075,80.6,51,0,10.29,1605849333,2020-11-20 05:15:33,Southern
"paszto, hu",paszto,hu,47.942267760397414,19.640733351424274,47.92414040000001,19.7059592,1.2524935510275395,46.0,87,0,9.17,1605849334,2020-11-20 05:15:34,Northern
"kvarkeno, ru",kvarkeno,ru,52.20114990155588,59.64439501881671,52.081198,59.73090190000001,8.287968012914217,17.55,91,0,9.28,1605849335,2020-11-20 05:15:35,Northern
"quesnel, ca",quesnel,ca,53.09433324470453,-121.25530885357723,52.9817372,-122.4949058,7.7797217450287635,24.8,85,90,2.24,1605849337,2020-11-20 05:15:37,Northern
"sao joao do piaui, br",sao joao do piaui,br,-8.721481173852979,-42.303740415126896,-8.355141099999999,-42.2564275,25.311935655540516,71.44,92,100,3.22,1605849338,2020-11-20 05:15:38,Southern
"chulumani, bo",chulumani,bo,-16.464516550791842,-66.99277791010344,-16.4089164,-67.5276414,3.8416420690199464,57.52,79,72,1.07,1605849339,2020-11-20 05:15:39,Southern
"jega, ng",jega,ng,11.84714449733221,4.465291972168245,12.2257507,4.3822109,26.15945271813651,67.39,26,0,9.44,1605849340,2020-11-20 05:15:40,Northern
"teseney, er",teseney,er,14.807273945839555,36.97151154339815,15.104832,36.6592026,20.559504291959318,78.66,47,0,6.67,1605849341,2020-11-20 05:15:41,Northern
"tongling, cn",tongling,cn,31.021898709490614,118.19492983622843,30.945515,117.81154,5.277663236301655,60.69,66,86,13.11,1605849342,2020-11-20 05:15:42,Northern
"paragominas, br",paragominas,br,-3.8469516651503,-48.194243147007796,-3.0026165,-47.3530977,58.33857362973486,70.9,96,100,2.98,1605849343,2020-11-20 05:15:43,Southern
"buenaventura, co",buenaventura,co,4.100997564635904,-77.13052776020363,3.8830471,-77.01972119999999,15.059089984169008,63.0,84,78,2.48,1605849345,2020-11-20 05:15:45,Northern
"kintinku, tz",kintinku,tz,-5.838669321778255,35.45543351093056,-5.8871908,35.2202016,3.352547598037037,69.8,77,20,10.29,1605849346,2020-11-20 05:15:46,Southern
"great yarmouth, gb",great yarmouth,gb,53.23490017124112,2.893576084685037,52.598233,1.728047,43.98994164891081,34.0,81,2,8.05,1605849347,2020-11-20 05:15:47,Northern
"champasak, la",champasak,la,14.671384366274893,106.10378564858775,14.9030362,105.8642593,16.005773673810797,89.6,66,40,2.24,1605849348,2020-11-20 05:15:48,Northern
"elban, ru",elban,ru,50.11934285556245,136.6611961397005,50.1002887,136.5078328,1.3165296236771251,25.93,78,100,5.39,1605849349,2020-11-20 05:15:49,Northern
"dalvik, is",dalvik,is,66.13428395722718,-18.28555914403472,65.97070029999999,-18.5326926,11.302664659325536,32.0,91,90,3.36,1605849350,2020-11-20 05:15:50,Northern
"severo-yeniseyskiy, ru",severo-yeniseyskiy,ru,60.94637419121369,94.11562325292147,60.3743682,93.0293925,39.52223597027257,13.59,95,100,15.5,1605849351,2020-11-20 05:15:51,Northern
"susanville, us",susanville,us,40.68603389186006,-119.95732511895636,40.4162842,-120.6530063,18.63811068129005,33.8,86,1,3.36,1605849353,2020-11-20 05:15:53,Northern
"kaura namoda, ng",kaura namoda,ng,12.711318163881216,6.783594878227831,12.5951892,6.5863469,8.023825596228942,65.48,28,12,9.91,1605849357,2020-11-20 05:15:57,Northern
"ribas do rio pardo, br",ribas do rio pardo,br,-19.868401833690612,-53.102944913973545,-20.4461089,-53.7593893,39.916146591275655,66.4,70,0,4.38,1605849358,2020-11-20 05:15:58,Southern
"novyy urengoy, ru",novyy urengoy,ru,66.09173323893981,75.98790896878037,66.09568639999999,76.65635209999999,0.27314008358093755,18.61,97,99,17.2,1605849167,2020-11-20 05:12:47,Northern
"imperia, it",imperia,it,43.19603670673709,8.255389230593323,43.8896857,8.039517,47.927049040361275,59.0,24,40,27.51,1605849360,2020-11-20 05:16:00,Northern
"fukuma, jp",fukuma,jp,34.453390416080055,130.20108798388657,33.5901838,130.4016888,59.642479442268154,64.4,59,75,12.75,1605849361,2020-11-20 05:16:01,Northern
"talara, pe",talara,pe,-5.146734189882395,-84.47189453813975,-4.581151999999999,-81.26289609999999,39.07838923450187,67.3,75,100,16.06,1605849362,2020-11-20 05:16:02,Southern
"kuandian, cn",kuandian,cn,40.93124073089044,124.38900926888448,40.731316,124.783659,13.813618234626887,32.58,81,4,10.07,1605849363,2020-11-20 05:16:03,Northern
"la sarre, ca",la sarre,ca,49.244512983484185,-79.08078072899514,48.805266,-79.2028572,30.34937255404871,33.66,94,86,6.53,1605849364,2020-11-20 05:16:04,Northern
"najran, sa",najran,sa,17.00592775036391,44.63122972665323,17.5656036,44.2289441,38.67029600380009,55.4,47,0,2.24,1605849365,2020-11-20 05:16:05,Northern
"santa cruz, cr",santa cruz,cr,9.871301079650152,-86.32705262467015,10.2609675,-85.5843632,26.923648443054294,75.2,100,0,2.24,1605849184,2020-11-20 05:13:04,Northern
"rameswaram, in",rameswaram,in,8.716432613701812,79.58438341951296,9.2876254,79.31292909999999,39.46604831305169,81.34,78,73,17.29,1605849368,2020-11-20 05:16:08,Northern
"zanjan, ir",zanjan,ir,36.237584562379155,48.46838258582119,36.6747194,48.5149949,30.203435748321883,35.6,72,40,6.93,1605849369,2020-11-20 05:16:09,Northern
"balakhta, ru",balakhta,ru,55.70414523113345,91.8287017835899,55.3831015,91.624371,22.182225874436472,17.62,91,100,11.9,1605849371,2020-11-20 05:16:11,Northern
"issia, ci",issia,ci,6.537685685491709,-6.556726297089341,6.487614199999999,-6.5836774,3.4596439467120352,69.64,99,30,1.41,1605849372,2020-11-20 05:16:12,Northern
"camapua, br",camapua,br,-18.785517032592466,-53.47334726354195,-19.5351258,-54.0435563,51.79353895927657,68.02,70,77,7.14,1605849373,2020-11-20 05:16:13,Southern
"bereznehuvate, ua",bereznehuvate,ua,47.5234818001521,32.842160200748765,47.3098306,32.8487692,14.762036197954268,28.47,98,15,7.52,1605849374,2020-11-20 05:16:14,Northern
"slavgorod, ru",slavgorod,ru,52.94710198242544,78.72888162239036,52.9930044,78.6386564,3.171585974367997,11.44,95,90,12.01,1605849375,2020-11-20 05:16:15,Northern
"linguere, sn",linguere,sn,15.859086454601155,-15.312949068096032,15.3961099,-15.1112776,31.98894578153969,74.77,20,77,8.77,1605849376,2020-11-20 05:16:16,Northern
"ponta do sol, pt",ponta do sol,pt,32.29773803230323,-21.707287219549897,32.6854883,-17.0864266,26.791253610704555,68.0,77,40,13.87,1605849377,2020-11-20 05:16:17,Northern
"bolgatanga, gh",bolgatanga,gh,10.687253553740732,-0.6694094672769495,10.7875419,-0.8579818,6.929332466461046,72.5,29,77,6.98,1605849379,2020-11-20 05:16:19,Northern
"malmyzh, ru",malmyzh,ru,56.84536065736026,50.684724309250555,56.52496919999999,50.6777027,22.137157608759527,26.06,85,100,20.13,1605849380,2020-11-20 05:16:20,Northern
"bougouni, ml",bougouni,ml,12.078332035859177,-7.54967640592136,11.4182881,-7.470593499999999,45.60513803085071,69.4,34,37,4.07,1605849381,2020-11-20 05:16:21,Northern
"charters towers, au",charters towers,au,-20.36811179921473,145.64497281940174,-20.0769637,146.2601362,20.116614259661155,92.91,22,0,19.64,1605849382,2020-11-20 05:16:22,Southern
"kitaibaraki, jp",kitaibaraki,jp,36.917266927819526,140.7069599675715,36.801915,140.7510448,7.970136993208377,75.99,60,95,16.96,1605849383,2020-11-20 05:16:23,Northern
"chenzhou, cn",chenzhou,cn,25.496534979731052,113.41519064499641,25.770509,113.014717,18.929986827268348,68.92,64,84,5.64,1605849364,2020-11-20 05:16:04,Northern
"pointe michel, dm",pointe michel,dm,14.99088249600723,-61.45106967627828,15.259569,-61.37497959999999,18.564650678392784,80.19,77,12,19.33,1605849385,2020-11-20 05:16:25,Northern
"balc, ro",balc,ro,47.32321561820032,22.507669879796765,47.29776020000001,22.5335297,1.7588190688349234,42.8,93,73,2.48,1605849386,2020-11-20 05:16:26,Northern
"douentza, ml",douentza,ml,14.831781713721512,-3.4188684703102297,15.0045218,-2.9550619,11.935319832818273,66.43,26,56,3.94,1605849387,2020-11-20 05:16:27,Northern
"tiangua, br",tiangua,br,-3.9168879401484986,-41.25346769488746,-3.7300232,-40.9926511,12.911250001074984,68.65,92,82,2.75,1605849388,2020-11-20 05:16:28,Southern
"liwale, tz",liwale,tz,-9.871727370988125,37.372606432491494,-9.8012675,37.9201751,4.868360979434842,74.48,81,78,6.51,1605849389,2020-11-20 05:16:29,Southern
"merced, us",merced,us,37.75621708208831,-119.9747680902996,37.3021632,-120.4829677,31.37244180438773,52.0,71,1,8.05,1605849120,2020-11-20 05:12:00,Northern
"dambulla, lk",dambulla,lk,8.004336425424313,80.41943090119469,7.874217000000001,80.6511287,8.990483867178286,84.47,63,1,6.4,1605849391,2020-11-20 05:16:31,Northern
"avdon, ru",avdon,ru,54.48191075659281,55.57169934414901,54.6735852,55.7134053,13.243572092201315,19.4,67,75,17.9,1605849393,2020-11-20 05:16:33,Northern
"duki, pk",duki,pk,29.912677224770235,68.33302847913859,30.1477174,68.58433529999999,16.23988806168796,54.79,34,0,4.32,1605849394,2020-11-20 05:16:34,Northern
"north las vegas, us",north las vegas,us,36.77515274198204,-115.49244660169776,36.1988592,-115.1175013,39.818480407925676,60.8,41,1,1.34,1605849332,2020-11-20 05:15:32,Northern
"riviere-au-renard, ca",riviere-au-renard,ca,48.788229952387155,-63.64237796775248,48.992241,-64.38398400000001,14.095958588106985,23.0,92,90,2.24,1605849396,2020-11-20 05:16:36,Northern
"foshan, cn",foshan,cn,23.033986997721925,113.03330728695244,23.021478,113.121435,0.8642978697978914,88.0,58,75,4.47,1605849397,2020-11-20 05:16:37,Northern
"forbes, au",forbes,au,-33.767805770547575,147.59679990408165,-33.379879,148.0066888,26.803448915344482,99.0,10,5,7.23,1605849398,2020-11-20 05:16:38,Southern
"ocean city, us",ocean city,us,38.64824786800855,-74.28988190038875,38.3365032,-75.0849058,21.539715528792986,46.99,70,1,8.05,1605849399,2020-11-20 05:16:39,Northern
"flagstaff, us",flagstaff,us,35.42668416214856,-111.2787424839619,35.1982836,-111.651302,15.781130008489608,52.0,57,1,5.53,1605849400,2020-11-20 05:16:40,Northern
"pilot butte, ca",pilot butte,ca,50.74954658582942,-104.53703366354938,50.4801035,-104.4186625,18.61692601525696,14.0,85,96,11.41,1605849401,2020-11-20 05:16:41,Northern
"sigmaringen, de",sigmaringen,de,48.159693781557166,9.173036796153866,48.0912921,9.2286121,4.726152244541925,39.99,94,98,5.44,1605849402,2020-11-20 05:16:42,Northern
"kedrovyy, ru",kedrovyy,ru,57.11281626025266,80.27710117956588,57.56046299999999,79.565293,30.929746106466983,19.4,73,75,13.42,1605849403,2020-11-20 05:16:43,Northern
